London_Borough,ID,Month,Average_price
Westminster,E09000033,1997-10-01,174358.0075
Barking & Dagenham,E09000002,1997-11-01,57575.30439
Barnet,E09000003,1997-11-01,115356.0573
Bexley,E09000004,1997-11-01,73619.60183
Brent,E09000005,1997-11-01,92895.46532
Bromley,E09000006,1997-11-01,100902.9988
Camden,E09000007,1997-11-01,167188.5124
Croydon,E09000008,1997-11-01,83177.46458
Ealing,E09000009,1997-11-01,105041.7812
Enfield,E09000010,1997-11-01,87987.786
Greenwich,E09000011,1997-11-01,75272.89721
Hackney,E09000012,1997-11-01,83134.8796
Hammersmith & Fulham,E09000013,1997-11-01,164069.5936
Haringey,E09000014,1997-11-01,101849.3913
Harrow,E09000015,1997-11-01,107852.6922
Havering,E09000016,1997-11-01,80399.34177
Hillingdon,E09000017,1997-11-01,91871.96527
Hounslow,E09000018,1997-11-01,90148.80355
Islington,E09000019,1997-11-01,121457.047
Kensington & Chelsea,E09000020,1997-11-01,258397.7953
Kingston upon Thames,E09000021,1997-11-01,107889.3236
Lambeth,E09000022,1997-11-01,91412.89947
Lewisham,E09000023,1997-11-01,69404.65406
Merton,E09000024,1997-11-01,99428.42215
Newham,E09000025,1997-11-01,63680.755
Redbridge,E09000026,1997-11-01,88281.16984
Richmond upon Thames,E09000027,1997-11-01,150440.2566
Southwark,E09000028,1997-11-01,82746.60488
Sutton,E09000029,1997-11-01,87380.61339
Tower Hamlets,E09000030,1997-11-01,88188.35019
Waltham Forest,E09000031,1997-11-01,71401.73132
Wandsworth,E09000032,1997-11-01,115120.6116
Westminster,E09000033,1997-11-01,175551.9834
Barking & Dagenham,E09000002,1997-12-01,58024.95607
Barnet,E09000003,1997-12-01,115520.8603
Bexley,E09000004,1997-12-01,74630.0585
Brent,E09000005,1997-12-01,94035.60983
Bromley,E09000006,1997-12-01,100945.2859
Camden,E09000007,1997-12-01,168839.3037
Croydon,E09000008,1997-12-01,83833.86644
Ealing,E09000009,1997-12-01,105633.8062
Enfield,E09000010,1997-12-01,89944.71103
Greenwich,E09000011,1997-12-01,75273.48534
Hackney,E09000012,1997-12-01,81230.59515
Hammersmith & Fulham,E09000013,1997-12-01,163820.1194
Haringey,E09000014,1997-12-01,101530.4919
Harrow,E09000015,1997-12-01,108717.537
Havering,E09000016,1997-12-01,80642.265
Hillingdon,E09000017,1997-12-01,93142.60539
Hounslow,E09000018,1997-12-01,91462.53937
Islington,E09000019,1997-12-01,122034.1156
Kensington & Chelsea,E09000020,1997-12-01,265111.884
Kingston upon Thames,E09000021,1997-12-01,110385.3726
Lambeth,E09000022,1997-12-01,93056.58501
Lewisham,E09000023,1997-12-01,70897.45838
Merton,E09000024,1997-12-01,102798.7207
Newham,E09000025,1997-12-01,64175.9051
Redbridge,E09000026,1997-12-01,90666.1641
Richmond upon Thames,E09000027,1997-12-01,152620.3633
Southwark,E09000028,1997-12-01,81288.22231
Sutton,E09000029,1997-12-01,88380.14065
Tower Hamlets,E09000030,1997-12-01,89546.41759
Waltham Forest,E09000031,1997-12-01,72405.08185
Wandsworth,E09000032,1997-12-01,115954.8919
Westminster,E09000033,1997-12-01,173978.4143
Barking & Dagenham,E09000002,1998-01-01,57558.99414
Barnet,E09000003,1998-01-01,115902.4103
Bexley,E09000004,1998-01-01,76863.45528
Brent,E09000005,1998-01-01,93745.96395
Bromley,E09000006,1998-01-01,102341.8156
Camden,E09000007,1998-01-01,169012.4852
Croydon,E09000008,1998-01-01,84643.16497
Ealing,E09000009,1998-01-01,107575.4833
Enfield,E09000010,1998-01-01,90495.67166
Greenwich,E09000011,1998-01-01,76900.21665
Hackney,E09000012,1998-01-01,83515.567
Hammersmith & Fulham,E09000013,1998-01-01,168222.0656
Haringey,E09000014,1998-01-01,101023.9582
Harrow,E09000015,1998-01-01,108855.964
Havering,E09000016,1998-01-01,81340.31193
Hillingdon,E09000017,1998-01-01,93723.73662
Hounslow,E09000018,1998-01-01,93427.63419
Islington,E09000019,1998-01-01,122748.8011
Kensington & Chelsea,E09000020,1998-01-01,269224.2088
Kingston upon Thames,E09000021,1998-01-01,112996.0019
Lambeth,E09000022,1998-01-01,96231.45089
Lewisham,E09000023,1998-01-01,72381.58751
Merton,E09000024,1998-01-01,105282.8206
Newham,E09000025,1998-01-01,64961.94355
Redbridge,E09000026,1998-01-01,91621.73448
Richmond upon Thames,E09000027,1998-01-01,152270.2341
Southwark,E09000028,1998-01-01,82410.03945
Sutton,E09000029,1998-01-01,89866.18326
Tower Hamlets,E09000030,1998-01-01,90192.38381
Waltham Forest,E09000031,1998-01-01,73502.90459
Wandsworth,E09000032,1998-01-01,119265.1816
Westminster,E09000033,1998-01-01,179527.4694
Barking & Dagenham,E09000002,1998-02-01,57360.29869
Barnet,E09000003,1998-02-01,116995.4628
Bexley,E09000004,1998-02-01,78064.88327
Brent,E09000005,1998-02-01,95171.47554
Bromley,E09000006,1998-02-01,103543.2009
Camden,E09000007,1998-02-01,162344.7432
Croydon,E09000008,1998-02-01,85365.35841
Ealing,E09000009,1998-02-01,107332.4804
Enfield,E09000010,1998-02-01,91921.17166
Greenwich,E09000011,1998-02-01,78918.99039
Hackney,E09000012,1998-02-01,82417.10251
Hammersmith & Fulham,E09000013,1998-02-01,172033.6807
Haringey,E09000014,1998-02-01,101655.3074
Harrow,E09000015,1998-02-01,108952.5279
Havering,E09000016,1998-02-01,82785.40514
Hillingdon,E09000017,1998-02-01,93383.37553
Hounslow,E09000018,1998-02-01,96346.58987
Islington,E09000019,1998-02-01,124116.6519
Kensington & Chelsea,E09000020,1998-02-01,270628.5649
Kingston upon Thames,E09000021,1998-02-01,111798.9802
Lambeth,E09000022,1998-02-01,97302.40413
Lewisham,E09000023,1998-02-01,73372.60307
Merton,E09000024,1998-02-01,104418.5072
Newham,E09000025,1998-02-01,65451.51267
Redbridge,E09000026,1998-02-01,93396.15006
Richmond upon Thames,E09000027,1998-02-01,151211.0605
Southwark,E09000028,1998-02-01,83945.66175
Sutton,E09000029,1998-02-01,89954.4784
Tower Hamlets,E09000030,1998-02-01,90683.74357
Waltham Forest,E09000031,1998-02-01,73700.49996
Wandsworth,E09000032,1998-02-01,119030.187
Westminster,E09000033,1998-02-01,180294.0688
Barking & Dagenham,E09000002,1998-03-01,57908.48029
Barnet,E09000003,1998-03-01,118866.196
Bexley,E09000004,1998-03-01,79062.28462
Brent,E09000005,1998-03-01,96096.7542
Bromley,E09000006,1998-03-01,104597.2887
Camden,E09000007,1998-03-01,163828.6465
Croydon,E09000008,1998-03-01,85751.42749
Ealing,E09000009,1998-03-01,107112.1728
Enfield,E09000010,1998-03-01,91816.80512
Greenwich,E09000011,1998-03-01,79751.09715
Hackney,E09000012,1998-03-01,84204.15339
Hammersmith & Fulham,E09000013,1998-03-01,174467.6528
Haringey,E09000014,1998-03-01,103783.4818
Harrow,E09000015,1998-03-01,110597.7821
Havering,E09000016,1998-03-01,82751.68392
Hillingdon,E09000017,1998-03-01,93128.96742
Hounslow,E09000018,1998-03-01,96430.67124
Islington,E09000019,1998-03-01,124789.5969
Kensington & Chelsea,E09000020,1998-03-01,264999.8907
Kingston upon Thames,E09000021,1998-03-01,109701.5037
Lambeth,E09000022,1998-03-01,96672.19281
Lewisham,E09000023,1998-03-01,73597.98553
Merton,E09000024,1998-03-01,105516.8248
Newham,E09000025,1998-03-01,65551.62465
Redbridge,E09000026,1998-03-01,92292.11215
Richmond upon Thames,E09000027,1998-03-01,150025.6809
Southwark,E09000028,1998-03-01,85932.1826
Sutton,E09000029,1998-03-01,90571.90928
Tower Hamlets,E09000030,1998-03-01,91784.67146
Waltham Forest,E09000031,1998-03-01,73231.02042
Wandsworth,E09000032,1998-03-01,121699.7177
Westminster,E09000033,1998-03-01,189293.2482
Barking & Dagenham,E09000002,1998-04-01,59196.02788
Barnet,E09000003,1998-04-01,120486.5344
Bexley,E09000004,1998-04-01,78422.86937
Brent,E09000005,1998-04-01,97848.77001
Bromley,E09000006,1998-04-01,105239.6534
Camden,E09000007,1998-04-01,165652.1276
Croydon,E09000008,1998-04-01,86036.81002
Ealing,E09000009,1998-04-01,107300.8502
Enfield,E09000010,1998-04-01,92143.45271
Greenwich,E09000011,1998-04-01,79995.56344
Hackney,E09000012,1998-04-01,83175.7664
Hammersmith & Fulham,E09000013,1998-04-01,175880.4012
Haringey,E09000014,1998-04-01,105380.7945
Harrow,E09000015,1998-04-01,111934.3634
Havering,E09000016,1998-04-01,84098.2193
Hillingdon,E09000017,1998-04-01,94828.45564
Hounslow,E09000018,1998-04-01,98461.80011
Islington,E09000019,1998-04-01,127269.0876
Kensington & Chelsea,E09000020,1998-04-01,270215.771
Kingston upon Thames,E09000021,1998-04-01,109780.9888
Lambeth,E09000022,1998-04-01,97598.21307
Lewisham,E09000023,1998-04-01,74803.48355
Merton,E09000024,1998-04-01,106269.9632
Newham,E09000025,1998-04-01,65690.36984
Redbridge,E09000026,1998-04-01,92631.21125
Richmond upon Thames,E09000027,1998-04-01,153490.3543
Southwark,E09000028,1998-04-01,89015.48435
Sutton,E09000029,1998-04-01,89855.9391
Tower Hamlets,E09000030,1998-04-01,94495.86884
Waltham Forest,E09000031,1998-04-01,72767.4846
Wandsworth,E09000032,1998-04-01,124438.8967
Westminster,E09000033,1998-04-01,194817.1302
Barking & Dagenham,E09000002,1998-05-01,60355.84269
Barnet,E09000003,1998-05-01,122608.2135
Bexley,E09000004,1998-05-01,79408.29987
Brent,E09000005,1998-05-01,100109.0644
Bromley,E09000006,1998-05-01,105759.5103
Camden,E09000007,1998-05-01,169049.2294
Croydon,E09000008,1998-05-01,86236.19345
Ealing,E09000009,1998-05-01,110006.241
Enfield,E09000010,1998-05-01,91518.29109
Greenwich,E09000011,1998-05-01,81288.3011
Hackney,E09000012,1998-05-01,86573.06588
Hammersmith & Fulham,E09000013,1998-05-01,173619.8542
Haringey,E09000014,1998-05-01,108352.5028
Harrow,E09000015,1998-05-01,114375.4039
Havering,E09000016,1998-05-01,85046.51812
Hillingdon,E09000017,1998-05-01,96743.32596
Hounslow,E09000018,1998-05-01,98010.46848
Islington,E09000019,1998-05-01,131978.0428
Kensington & Chelsea,E09000020,1998-05-01,273275.3314
Kingston upon Thames,E09000021,1998-05-01,112487.1288
Lambeth,E09000022,1998-05-01,99377.87622
Lewisham,E09000023,1998-05-01,75873.68173
Merton,E09000024,1998-05-01,108041.1812
Newham,E09000025,1998-05-01,66605.47302
Redbridge,E09000026,1998-05-01,92893.38039
Richmond upon Thames,E09000027,1998-05-01,154920.0253
Southwark,E09000028,1998-05-01,89632.15871
Sutton,E09000029,1998-05-01,90466.00519
Tower Hamlets,E09000030,1998-05-01,96080.49193
Waltham Forest,E09000031,1998-05-01,73939.5839
Wandsworth,E09000032,1998-05-01,127831.8535
Westminster,E09000033,1998-05-01,197805.981
Barking & Dagenham,E09000002,1998-06-01,60582.93705
Barnet,E09000003,1998-06-01,122490.3424
Bexley,E09000004,1998-06-01,80321.9015
Brent,E09000005,1998-06-01,101399.6815
Bromley,E09000006,1998-06-01,107198.021
Camden,E09000007,1998-06-01,172582.2902
Croydon,E09000008,1998-06-01,86840.06321
Ealing,E09000009,1998-06-01,112667.4168
Enfield,E09000010,1998-06-01,91219.02635
Greenwich,E09000011,1998-06-01,82753.47695
Hackney,E09000012,1998-06-01,87176.06887
Hammersmith & Fulham,E09000013,1998-06-01,173110.2892
Haringey,E09000014,1998-06-01,109314.2871
Harrow,E09000015,1998-06-01,114889.4685
Havering,E09000016,1998-06-01,86703.14877
Hillingdon,E09000017,1998-06-01,98079.02358
Hounslow,E09000018,1998-06-01,100370.3542
Islington,E09000019,1998-06-01,139643.1506
Kensington & Chelsea,E09000020,1998-06-01,277600.1701
Kingston upon Thames,E09000021,1998-06-01,116419.9699
Lambeth,E09000022,1998-06-01,104806.5059
Lewisham,E09000023,1998-06-01,76541.32466
Merton,E09000024,1998-06-01,108641.7747
Newham,E09000025,1998-06-01,67631.18149
Redbridge,E09000026,1998-06-01,95027.90216
Richmond upon Thames,E09000027,1998-06-01,158948.719
Southwark,E09000028,1998-06-01,93385.73881
Sutton,E09000029,1998-06-01,91130.2304
Tower Hamlets,E09000030,1998-06-01,97172.85172
Waltham Forest,E09000031,1998-06-01,76353.06816
Wandsworth,E09000032,1998-06-01,126163.2208
Westminster,E09000033,1998-06-01,191820.8258
Barking & Dagenham,E09000002,1998-07-01,60412.34826
Barnet,E09000003,1998-07-01,124040.4073
Bexley,E09000004,1998-07-01,81579.53387
Brent,E09000005,1998-07-01,102924.8097
Bromley,E09000006,1998-07-01,108989.3867
Camden,E09000007,1998-07-01,175848.1101
Croydon,E09000008,1998-07-01,88132.51635
Ealing,E09000009,1998-07-01,113802.8082
Enfield,E09000010,1998-07-01,92697.16575
Greenwich,E09000011,1998-07-01,82867.53523
Hackney,E09000012,1998-07-01,91550.1418
Hammersmith & Fulham,E09000013,1998-07-01,176247.7371
Haringey,E09000014,1998-07-01,110176.9416
Harrow,E09000015,1998-07-01,118111.2235
Havering,E09000016,1998-07-01,87048.75903
Hillingdon,E09000017,1998-07-01,98351.63701
Hounslow,E09000018,1998-07-01,100864.3551
Islington,E09000019,1998-07-01,143692.6592
Kensington & Chelsea,E09000020,1998-07-01,272128.251
Kingston upon Thames,E09000021,1998-07-01,118317.2778
Lambeth,E09000022,1998-07-01,107921.217
Lewisham,E09000023,1998-07-01,77547.52892
Merton,E09000024,1998-07-01,108646.6771
Newham,E09000025,1998-07-01,68413.45201
Redbridge,E09000026,1998-07-01,95613.46889
Richmond upon Thames,E09000027,1998-07-01,160232.4131
Southwark,E09000028,1998-07-01,93502.98798
Sutton,E09000029,1998-07-01,92124.8674
Tower Hamlets,E09000030,1998-07-01,96482.13421
Waltham Forest,E09000031,1998-07-01,77311.59634
Wandsworth,E09000032,1998-07-01,126027.8808
Westminster,E09000033,1998-07-01,188999.0374
Barking & Dagenham,E09000002,1998-08-01,60837.40862
Barnet,E09000003,1998-08-01,125041.4702
Bexley,E09000004,1998-08-01,81775.03169
Brent,E09000005,1998-08-01,103239.8434
Bromley,E09000006,1998-08-01,111457.0034
Camden,E09000007,1998-08-01,176576.4944
Croydon,E09000008,1998-08-01,89330.61998
Ealing,E09000009,1998-08-01,114530.7984
Enfield,E09000010,1998-08-01,94160.27775
Greenwich,E09000011,1998-08-01,82799.25262
Hackney,E09000012,1998-08-01,89590.38219
Hammersmith & Fulham,E09000013,1998-08-01,182845.6366
Haringey,E09000014,1998-08-01,111525.8531
Harrow,E09000015,1998-08-01,118585.5961
Havering,E09000016,1998-08-01,87174.31634
Hillingdon,E09000017,1998-08-01,99459.13826
Hounslow,E09000018,1998-08-01,102691.7089
Islington,E09000019,1998-08-01,143530.718
Kensington & Chelsea,E09000020,1998-08-01,271068.2653
Kingston upon Thames,E09000021,1998-08-01,120298.2667
Lambeth,E09000022,1998-08-01,109637.0368
Lewisham,E09000023,1998-08-01,77655.03236
Merton,E09000024,1998-08-01,111213.2329
Newham,E09000025,1998-08-01,69054.59979
Redbridge,E09000026,1998-08-01,95984.22602
Richmond upon Thames,E09000027,1998-08-01,165706.4991
Southwark,E09000028,1998-08-01,95488.40856
Sutton,E09000029,1998-08-01,92559.77087
Tower Hamlets,E09000030,1998-08-01,98577.24248
Waltham Forest,E09000031,1998-08-01,77016.15142
Wandsworth,E09000032,1998-08-01,126715.3236
Westminster,E09000033,1998-08-01,186698.035
Barking & Dagenham,E09000002,1998-09-01,61485.08509
Barnet,E09000003,1998-09-01,125320.3496
Bexley,E09000004,1998-09-01,82217.15755
Brent,E09000005,1998-09-01,104173.9979
Bromley,E09000006,1998-09-01,112709.4413
Camden,E09000007,1998-09-01,173334.9723
Croydon,E09000008,1998-09-01,90928.19214
Ealing,E09000009,1998-09-01,114786.0953
Enfield,E09000010,1998-09-01,95473.58518
Greenwich,E09000011,1998-09-01,82748.30484
Hackney,E09000012,1998-09-01,92145.91463
Hammersmith & Fulham,E09000013,1998-09-01,183796.0678
Haringey,E09000014,1998-09-01,110683.4918
Harrow,E09000015,1998-09-01,119231.5023
Havering,E09000016,1998-09-01,86823.05447
Hillingdon,E09000017,1998-09-01,100097.3168
Hounslow,E09000018,1998-09-01,103553.156
Islington,E09000019,1998-09-01,141481.0846
Kensington & Chelsea,E09000020,1998-09-01,266527.4243
Kingston upon Thames,E09000021,1998-09-01,120943.0724
Lambeth,E09000022,1998-09-01,108289.4932
Lewisham,E09000023,1998-09-01,78308.12659
Merton,E09000024,1998-09-01,110274.0896
Newham,E09000025,1998-09-01,69124.70151
Redbridge,E09000026,1998-09-01,95691.57316
Richmond upon Thames,E09000027,1998-09-01,170784.0947
Southwark,E09000028,1998-09-01,93807.03902
Sutton,E09000029,1998-09-01,93302.68552
Tower Hamlets,E09000030,1998-09-01,98086.69599
Waltham Forest,E09000031,1998-09-01,76473.76142
Wandsworth,E09000032,1998-09-01,130162.6257
Westminster,E09000033,1998-09-01,195118.6135
Barking & Dagenham,E09000002,1998-10-01,62005.10759
Barnet,E09000003,1998-10-01,125719.0786
Bexley,E09000004,1998-10-01,82767.38679
Brent,E09000005,1998-10-01,104398.8145
Bromley,E09000006,1998-10-01,112592.3065
Camden,E09000007,1998-10-01,172384.517
Croydon,E09000008,1998-10-01,91165.3496
Ealing,E09000009,1998-10-01,114190.2717
Enfield,E09000010,1998-10-01,95077.10624
Greenwich,E09000011,1998-10-01,82373.95764
Hackney,E09000012,1998-10-01,88622.63034
Hammersmith & Fulham,E09000013,1998-10-01,177413.1984
Haringey,E09000014,1998-10-01,110846.9561
Harrow,E09000015,1998-10-01,117105.0566
Havering,E09000016,1998-10-01,86774.53214
Hillingdon,E09000017,1998-10-01,100998.4359
Hounslow,E09000018,1998-10-01,103557.0817
Islington,E09000019,1998-10-01,137819.9591
Kensington & Chelsea,E09000020,1998-10-01,262418.9082
Kingston upon Thames,E09000021,1998-10-01,121774.4158
Lambeth,E09000022,1998-10-01,107015.5039
Lewisham,E09000023,1998-10-01,75820.90405
Merton,E09000024,1998-10-01,110666.451
Newham,E09000025,1998-10-01,69596.72716
Redbridge,E09000026,1998-10-01,96575.53827
Richmond upon Thames,E09000027,1998-10-01,178760.7612
Southwark,E09000028,1998-10-01,94680.31192
Sutton,E09000029,1998-10-01,94598.75891
Tower Hamlets,E09000030,1998-10-01,99342.02547
Waltham Forest,E09000031,1998-10-01,76936.93106
Wandsworth,E09000032,1998-10-01,128481.8043
Westminster,E09000033,1998-10-01,196666.6553
Barking & Dagenham,E09000002,1998-11-01,62239.78472
Barnet,E09000003,1998-11-01,125086.4722
Bexley,E09000004,1998-11-01,83837.91893
Brent,E09000005,1998-11-01,104826.9114
Bromley,E09000006,1998-11-01,112196.6123
Camden,E09000007,1998-11-01,174582.4394
Croydon,E09000008,1998-11-01,91461.19439
Ealing,E09000009,1998-11-01,114159.8157
Enfield,E09000010,1998-11-01,94976.67065
Greenwich,E09000011,1998-11-01,83126.8212
Hackney,E09000012,1998-11-01,91616.14533
Hammersmith & Fulham,E09000013,1998-11-01,174443.9522
Haringey,E09000014,1998-11-01,108926.558
Harrow,E09000015,1998-11-01,117228.9275
Havering,E09000016,1998-11-01,87507.60515
Hillingdon,E09000017,1998-11-01,101277.1837
Hounslow,E09000018,1998-11-01,102069.8973
Islington,E09000019,1998-11-01,137651.5711
Kensington & Chelsea,E09000020,1998-11-01,255844.1315
Kingston upon Thames,E09000021,1998-11-01,121897.5123
Lambeth,E09000022,1998-11-01,106181.7414
Lewisham,E09000023,1998-11-01,75227.54675
Merton,E09000024,1998-11-01,109273.9571
Newham,E09000025,1998-11-01,69397.83664
Redbridge,E09000026,1998-11-01,96240.32723
Richmond upon Thames,E09000027,1998-11-01,180444.4459
Southwark,E09000028,1998-11-01,96759.26284
Sutton,E09000029,1998-11-01,95132.9044
Tower Hamlets,E09000030,1998-11-01,100981.6977
Waltham Forest,E09000031,1998-11-01,77341.53595
Wandsworth,E09000032,1998-11-01,128840.5708
Westminster,E09000033,1998-11-01,196670.3204
Barking & Dagenham,E09000002,1998-12-01,63487.53798
Barnet,E09000003,1998-12-01,125756.6791
Bexley,E09000004,1998-12-01,83263.52712
Brent,E09000005,1998-12-01,104374.9985
Bromley,E09000006,1998-12-01,112814.0055
Camden,E09000007,1998-12-01,173071.6319
Croydon,E09000008,1998-12-01,91827.85595
Ealing,E09000009,1998-12-01,112653.422
Enfield,E09000010,1998-12-01,94863.4677
Greenwich,E09000011,1998-12-01,84871.68318
Hackney,E09000012,1998-12-01,93847.49131
Hammersmith & Fulham,E09000013,1998-12-01,172010.5192
Haringey,E09000014,1998-12-01,107368.0689
Harrow,E09000015,1998-12-01,117471.185
Havering,E09000016,1998-12-01,89171.50142
Hillingdon,E09000017,1998-12-01,102041.991
Hounslow,E09000018,1998-12-01,101169.1191
Islington,E09000019,1998-12-01,135066.3567
Kensington & Chelsea,E09000020,1998-12-01,266270.5485
Kingston upon Thames,E09000021,1998-12-01,120382.1116
Lambeth,E09000022,1998-12-01,107115.792
Lewisham,E09000023,1998-12-01,75338.81507
Merton,E09000024,1998-12-01,108352.782
Newham,E09000025,1998-12-01,70575.82682
Redbridge,E09000026,1998-12-01,96205.1258
Richmond upon Thames,E09000027,1998-12-01,178678.5042
Southwark,E09000028,1998-12-01,98302.97736
Sutton,E09000029,1998-12-01,95480.81832
Tower Hamlets,E09000030,1998-12-01,104182.1897
Waltham Forest,E09000031,1998-12-01,78115.15176
Wandsworth,E09000032,1998-12-01,126224.4243
Westminster,E09000033,1998-12-01,188672.0143
Barking & Dagenham,E09000002,1999-01-01,64531.66938
Barnet,E09000003,1999-01-01,126189.4276
Bexley,E09000004,1999-01-01,83063.70909
Brent,E09000005,1999-01-01,105461.3404
Bromley,E09000006,1999-01-01,112544.0149
Camden,E09000007,1999-01-01,170960.9458
Croydon,E09000008,1999-01-01,91178.99822
Ealing,E09000009,1999-01-01,112914.4883
Enfield,E09000010,1999-01-01,94831.15226
Greenwich,E09000011,1999-01-01,86685.01105
Hackney,E09000012,1999-01-01,99488.82028
Hammersmith & Fulham,E09000013,1999-01-01,178178.6213
Haringey,E09000014,1999-01-01,107522.9387
Harrow,E09000015,1999-01-01,118610.9583
Havering,E09000016,1999-01-01,89520.90708
Hillingdon,E09000017,1999-01-01,102147.1398
Hounslow,E09000018,1999-01-01,101233.8036
Islington,E09000019,1999-01-01,135270.4037
Kensington & Chelsea,E09000020,1999-01-01,278268.6998
Kingston upon Thames,E09000021,1999-01-01,119772.5896
Lambeth,E09000022,1999-01-01,106119.1048
Lewisham,E09000023,1999-01-01,77527.50009
Merton,E09000024,1999-01-01,109273.6564
Newham,E09000025,1999-01-01,69438.7051
Redbridge,E09000026,1999-01-01,96338.45919
Richmond upon Thames,E09000027,1999-01-01,174889.3833
Southwark,E09000028,1999-01-01,100114.5479
Sutton,E09000029,1999-01-01,94888.05567
Tower Hamlets,E09000030,1999-01-01,107464.1761
Waltham Forest,E09000031,1999-01-01,78116.81294
Wandsworth,E09000032,1999-01-01,126280.2113
Westminster,E09000033,1999-01-01,188601.2156
Barking & Dagenham,E09000002,1999-02-01,64165.8862
Barnet,E09000003,1999-02-01,127016.6776
Bexley,E09000004,1999-02-01,82927.91202
Brent,E09000005,1999-02-01,105818.0386
Bromley,E09000006,1999-02-01,111888.5703
Camden,E09000007,1999-02-01,173480.4206
Croydon,E09000008,1999-02-01,91101.93464
Ealing,E09000009,1999-02-01,113766.5971
Enfield,E09000010,1999-02-01,95081.97694
Greenwich,E09000011,1999-02-01,86117.38491
Hackney,E09000012,1999-02-01,98975.67719
Hammersmith & Fulham,E09000013,1999-02-01,177829.7989
Haringey,E09000014,1999-02-01,108704.3147
Harrow,E09000015,1999-02-01,119072.196
Havering,E09000016,1999-02-01,89272.00414
Hillingdon,E09000017,1999-02-01,101773.7044
Hounslow,E09000018,1999-02-01,102182.0486
Islington,E09000019,1999-02-01,137960.8842
Kensington & Chelsea,E09000020,1999-02-01,289467.3431
Kingston upon Thames,E09000021,1999-02-01,118098.4886
Lambeth,E09000022,1999-02-01,107158.0285
Lewisham,E09000023,1999-02-01,79266.54324
Merton,E09000024,1999-02-01,109397.4444
Newham,E09000025,1999-02-01,70158.69633
Redbridge,E09000026,1999-02-01,97153.94034
Richmond upon Thames,E09000027,1999-02-01,171215.8946
Southwark,E09000028,1999-02-01,102573.3104
Sutton,E09000029,1999-02-01,94864.45412
Tower Hamlets,E09000030,1999-02-01,105112.6677
Waltham Forest,E09000031,1999-02-01,78645.34854
Wandsworth,E09000032,1999-02-01,122987.2323
Westminster,E09000033,1999-02-01,198480.7717
Barking & Dagenham,E09000002,1999-03-01,63528.08617
Barnet,E09000003,1999-03-01,126902.3843
Bexley,E09000004,1999-03-01,83333.72827
Brent,E09000005,1999-03-01,107528.0421
Bromley,E09000006,1999-03-01,112486.4897
Camden,E09000007,1999-03-01,178877.0672
Croydon,E09000008,1999-03-01,91471.33754
Ealing,E09000009,1999-03-01,115214.6477
Enfield,E09000010,1999-03-01,95550.53917
Greenwich,E09000011,1999-03-01,85174.92212
Hackney,E09000012,1999-03-01,98491.78391
Hammersmith & Fulham,E09000013,1999-03-01,181256.143
Haringey,E09000014,1999-03-01,109969.252
Harrow,E09000015,1999-03-01,120272.7461
Havering,E09000016,1999-03-01,88939.34854
Hillingdon,E09000017,1999-03-01,102525.2535
Hounslow,E09000018,1999-03-01,102926.5373
Islington,E09000019,1999-03-01,142814.6664
Kensington & Chelsea,E09000020,1999-03-01,285638.3561
Kingston upon Thames,E09000021,1999-03-01,119696.6733
Lambeth,E09000022,1999-03-01,106659.4971
Lewisham,E09000023,1999-03-01,79578.68251
Merton,E09000024,1999-03-01,114816.3224
Newham,E09000025,1999-03-01,69459.01834
Redbridge,E09000026,1999-03-01,98313.08503
Richmond upon Thames,E09000027,1999-03-01,169589.8601
Southwark,E09000028,1999-03-01,104235.1355
Sutton,E09000029,1999-03-01,94881.49949
Tower Hamlets,E09000030,1999-03-01,102997.8002
Waltham Forest,E09000031,1999-03-01,78934.46227
Wandsworth,E09000032,1999-03-01,127450.4524
Westminster,E09000033,1999-03-01,205497.3901
Barking & Dagenham,E09000002,1999-04-01,63579.89636
Barnet,E09000003,1999-04-01,127883.2693
Bexley,E09000004,1999-04-01,84266.87941
Brent,E09000005,1999-04-01,106234.4577
Bromley,E09000006,1999-04-01,114994.19
Camden,E09000007,1999-04-01,182926.019
Croydon,E09000008,1999-04-01,93440.24484
Ealing,E09000009,1999-04-01,118843.7142
Enfield,E09000010,1999-04-01,97457.06275
Greenwich,E09000011,1999-04-01,84726.53857
Hackney,E09000012,1999-04-01,98420.39522
Hammersmith & Fulham,E09000013,1999-04-01,183110.968
Haringey,E09000014,1999-04-01,111510.253
Harrow,E09000015,1999-04-01,121329.4816
Havering,E09000016,1999-04-01,90144.75583
Hillingdon,E09000017,1999-04-01,103632.411
Hounslow,E09000018,1999-04-01,104553.4418
Islington,E09000019,1999-04-01,149721.828
Kensington & Chelsea,E09000020,1999-04-01,283232.0402
Kingston upon Thames,E09000021,1999-04-01,121127.9169
Lambeth,E09000022,1999-04-01,109745.573
Lewisham,E09000023,1999-04-01,80440.16818
Merton,E09000024,1999-04-01,116423.617
Newham,E09000025,1999-04-01,70790.78396
Redbridge,E09000026,1999-04-01,99209.01804
Richmond upon Thames,E09000027,1999-04-01,168780.4258
Southwark,E09000028,1999-04-01,104883.5665
Sutton,E09000029,1999-04-01,95454.7897
Tower Hamlets,E09000030,1999-04-01,101336.462
Waltham Forest,E09000031,1999-04-01,79754.05358
Wandsworth,E09000032,1999-04-01,130610.2869
Westminster,E09000033,1999-04-01,208212.9237
Barking & Dagenham,E09000002,1999-05-01,64508.34516
Barnet,E09000003,1999-05-01,129392.9587
